tx_id,customer_region,destination_jurisdiction,asset,amount_usd,counterparty_type,customer_tenure_days,transaction_velocity_24h,chain_risk_score,sanctions_screen_hit,adverse_media_flag,originator_name,originator_account,originator_address,originator_id,beneficiary_name,beneficiary_account,simulated_illicit_label
TX-6822-0457,Hong Kong,Singapore,USDC,390.88,unhosted_wallet,549,1,52.2,False,False,True,True,True,True,True,True,False
TX-6822-0458,EU,US,BTC,1715.17,unhosted_wallet,840,0,33.1,False,False,True,True,True,True,True,True,False
TX-6822-0459,EU,Singapore,USDC,2987.79,unhosted_wallet,1719,0,69.7,False,True,True,True,True,True,True,True,False
TX-6822-0460,US,US,USDC,637.47,hosted_vasp,1278,4,28.6,False,False,True,True,True,False,True,True,False
TX-6822-0461,Singapore,Offshore,BTC,1554.47,hosted_vasp,1624,2,45.2,False,False,True,True,True,True,True,True,False
TX-6822-0462,US,Offshore,BTC,1496.97,unhosted_wallet,210,2,54.7,False,False,True,True,True,False,True,True,False
TX-6822-0463,Singapore,US,USDC,2501.54,hosted_vasp,1422,2,18.3,False,False,True,True,True,True,True,True,False
TX-6822-0464,India,US,BTC,312.38,hosted_vasp,2042,3,32.4,False,False,True,True,False,True,True,True,False
TX-6822-0465,Singapore,High-risk corridor,USDC,491.88,hosted_vasp,1265,4,56.1,False,False,True,True,True,True,True,True,False
TX-6822-0466,EU,EU,ETH,608.45,hosted_vasp,2114,3,24.0,False,False,True,True,True,True,True,True,False
TX-6822-0467,India,Offshore,BTC,4312.84,hosted_vasp,1508,1,66.6,False,False,True,True,True,True,True,True,False
TX-6822-0468,EU,Singapore,USDC,6182.45,hosted_vasp,1325,5,38.6,False,False,True,True,False,True,True,True,False
TX-6822-0469,US,EU,USDC,1159.92,unhosted_wallet,1833,4,43.7,False,False,True,True,True,True,True,True,False
TX-6822-0470,Singapore,US,USDC,2206.93,unhosted_wallet,215,20,74.2,False,False,True,True,True,True,True,True,False
TX-6822-0471,EU,Offshore,BTC,2869.43,unhosted_wallet,1796,4,69.4,False,False,True,True,True,True,True,True,False
TX-6822-0472,Hong Kong,EU,ETH,699.62,hosted_vasp,1756,4,43.7,False,False,True,True,True,True,True,True,False
TX-6822-0473,EU,US,USDC,2503.92,hosted_vasp,140,2,36.6,False,False,True,True,True,True,True,True,False
TX-6822-0474,Singapore,EU,USDC,1946.64,hosted_vasp,2132,5,24.3,False,False,True,True,True,True,True,True,False
TX-6822-0475,Singapore,EU,ETH,1405.74,hosted_vasp,1871,4,36.9,False,False,True,True,True,True,True,True,False
TX-6822-0476,US,Singapore,SOL,450.05,unhosted_wallet,1774,2,49.6,False,False,True,True,True,True,True,True,False
TX-6822-0477,US,Singapore,USDC,449.03,hosted_vasp,289,3,16.0,False,False,True,True,True,True,False,True,False
TX-6822-0478,UAE,Offshore,BTC,2734.29,unhosted_wallet,2016,1,68.7,False,False,True,True,True,True,False,True,False
TX-6822-0479,US,Offshore,USDC,1359.11,hosted_vasp,741,0,48.0,False,False,True,True,True,True,True,True,False
TX-6822-0480,US,EU,USDC,2462.75,hosted_vasp,1087,1,33.7,False,False,True,True,True,True,True,True,False
TX-6822-0481,US,High-risk corridor,USDC,702.01,hosted_vasp,1207,2,56.9,False,False,True,True,False,True,True,True,False
TX-6822-0482,Hong Kong,Offshore,USDC,2753.6,hosted_vasp,1399,5,52.3,False,False,True,True,False,True,True,True,False
TX-6822-0483,Hong Kong,US,ETH,2524.63,hosted_vasp,427,3,33.1,False,False,True,True,True,False,True,True,False
TX-6822-0484,US,Singapore,USDC,867.77,hosted_vasp,1508,4,26.4,False,False,True,True,True,True,True,True,False
TX-6822-0485,US,EU,ETH,1026.05,hosted_vasp,595,4,21.5,False,False,True,True,True,True,True,True,False
TX-6822-0486,UAE,EU,USDC,527.96,unhosted_wallet,1243,2,58.3,False,False,True,True,True,True,True,True,False
TX-6822-0487,Singapore,Singapore,USDC,313.42,unhosted_wallet,774,1,47.8,False,False,True,True,False,True,False,False,False
TX-6822-0488,Hong Kong,EU,USDC,4240.02,hosted_vasp,967,1,34.1,False,False,True,True,True,True,True,True,False
TX-6822-0489,EU,Offshore,USDC,2178.34,hosted_vasp,469,22,46.0,False,False,True,True,True,True,True,True,False
TX-6822-0490,India,EU,ETH,1498.48,hosted_vasp,375,2,42.9,False,False,True,True,True,True,True,True,False
TX-6822-0491,Hong Kong,Singapore,USDC,1046.45,hosted_vasp,1414,0,24.1,False,False,True,False,False,True,True,True,False
TX-6822-0492,UAE,US,ETH,1308.02,hosted_vasp,774,1,25.3,False,False,False,True,True,True,True,True,False
TX-6822-0493,UAE,Offshore,USDC,3340.92,hosted_vasp,1517,1,54.9,False,False,True,True,True,True,True,True,False
TX-6822-0494,Singapore,Offshore,USDC,153.75,unhosted_wallet,1961,3,62.5,False,False,True,True,True,True,True,True,False
TX-6822-0495,EU,EU,USDC,6330.98,hosted_vasp,528,3,26.8,False,False,True,True,True,True,True,True,False
TX-6822-0496,EU,US,ETH,8030.7,unhosted_wallet,1633,1,55.8,False,False,True,True,True,True,True,True,False
TX-6822-0497,UAE,US,SOL,1365.01,hosted_vasp,1750,3,24.7,False,False,True,True,True,False,True,True,False
TX-6822-0498,US,Offshore,USDC,1085.58,hosted_vasp,220,2,47.6,False,False,True,True,True,True,True,True,False
TX-6822-0499,US,Singapore,BTC,1197.56,hosted_vasp,2025,6,33.1,False,False,True,True,True,True,True,True,False
TX-6822-0500,UAE,EU,BTC,495.75,hosted_vasp,2066,4,28.4,False,False,True,True,False,True,True,True,False
